subject_id,block_id,trial_no,choice_location,outcomeA,outcomeB,chosen_reward,option_left,option_right,choiceprobA,choiceprobB
66,2,1,right,4,6,6,A,B,0,1
66,2,2,right,4,6,6,A,B,0,1
66,2,3,right,9,6,6,A,B,0,1
66,2,4,right,4,1,1,A,B,0,1
66,2,5,left,4,6,4,A,B,1,0
66,2,6,left,4,6,4,A,B,1,0
66,2,7,left,4,6,4,A,B,1,0
66,2,8,right,4,1,1,A,B,0,1
66,2,9,right,4,6,6,A,B,0,1
66,2,10,left,9,6,9,A,B,1,0
66,2,11,right,4,6,6,A,B,0,1
66,2,12,right,4,1,1,A,B,0,1
66,2,13,left,4,6,4,A,B,1,0
66,2,14,left,4,6,4,A,B,1,0
66,2,15,right,9,6,6,A,B,0,1
66,2,16,right,4,1,1,A,B,0,1
66,2,17,left,4,6,4,A,B,1,0
66,2,18,right,4,6,6,A,B,0,1
66,2,19,right,4,6,6,A,B,0,1
66,2,20,right,9,6,6,A,B,0,1
66,2,21,left,4,6,4,A,B,1,0
66,2,22,right,4,6,6,A,B,0,1
66,2,23,right,4,1,1,A,B,0,1
66,2,24,left,9,6,9,A,B,1,0
66,2,25,left,4,6,4,A,B,1,0
66,2,26,right,4,6,6,A,B,0,1
66,2,27,right,4,6,6,A,B,0,1
66,2,28,right,4,1,1,A,B,0,1
66,2,29,right,4,6,6,A,B,0,1
66,2,30,left,9,6,9,A,B,1,0
66,3,1,right,4,6,6,A,B,0,1
66,3,2,right,4,6,6,A,B,0,1
66,3,3,right,4,1,1,A,B,0,1
66,3,4,right,4,6,6,A,B,0,1
66,3,5,right,4,6,6,A,B,0,1
66,3,6,right,4,6,6,A,B,0,1
66,3,7,right,4,6,6,A,B,0,1
66,3,8,right,9,6,6,A,B,0,1
66,3,9,right,4,6,6,A,B,0,1
66,3,10,right,4,6,6,A,B,0,1
66,3,11,right,4,6,6,A,B,0,1
66,3,12,right,4,6,6,A,B,0,1
66,3,13,left,4,6,4,A,B,1,0
66,3,14,left,4,6,4,A,B,1,0
66,3,15,right,4,6,6,A,B,0,1
66,3,16,right,4,6,6,A,B,0,1
66,3,17,right,4,6,6,A,B,0,1
66,3,18,right,4,6,6,A,B,0,1
66,3,19,right,4,6,6,A,B,0,1
66,3,20,right,4,6,6,A,B,0,1
66,3,21,right,4,6,6,A,B,0,1
66,3,22,right,4,6,6,A,B,0,1
66,3,23,right,4,6,6,A,B,0,1
66,3,24,right,4,1,1,A,B,0,1
66,3,25,right,9,6,6,A,B,0,1
66,3,26,right,4,6,6,A,B,0,1
66,3,27,right,4,6,6,A,B,0,1
66,3,28,right,4,6,6,A,B,0,1
66,3,29,right,4,6,6,A,B,0,1
66,3,30,right,4,6,6,A,B,0,1
66,4,1,right,4,6,6,A,B,0,1
66,4,2,right,4,1,1,A,B,0,1
66,4,3,left,4,6,4,A,B,1,0
66,4,4,right,9,1,1,A,B,0,1
66,4,5,left,4,6,4,A,B,1,0
66,4,6,right,9,6,6,A,B,0,1
66,4,7,left,4,6,4,A,B,1,0
66,4,8,right,4,1,1,A,B,0,1
66,4,9,right,4,1,1,A,B,0,1
66,4,10,left,9,6,9,A,B,1,0
66,4,11,left,9,6,9,A,B,1,0
66,4,12,left,4,1,4,A,B,1,0
66,4,13,left,9,6,9,A,B,1,0
66,4,14,left,4,6,4,A,B,1,0
66,4,15,left,4,6,4,A,B,1,0
66,4,16,left,4,1,4,A,B,1,0
66,4,17,left,4,6,4,A,B,1,0
66,4,18,right,9,1,1,A,B,0,1
66,4,19,left,9,6,9,A,B,1,0
66,4,20,left,4,6,4,A,B,1,0
66,4,21,left,4,6,4,A,B,1,0
66,4,22,left,4,1,4,A,B,1,0
66,4,23,left,4,6,4,A,B,1,0
66,4,24,left,4,6,4,A,B,1,0
66,4,25,left,9,6,9,A,B,1,0
66,4,26,left,9,6,9,A,B,1,0
66,4,27,left,9,1,9,A,B,1,0
66,4,28,left,4,6,4,A,B,1,0
66,4,29,left,4,6,4,A,B,1,0
66,4,30,left,4,1,4,A,B,1,0
67,1,1,right,5,6,5,B,A,1,0
67,1,2,right,5,6,5,B,A,1,0
67,1,3,right,5,7,5,B,A,1,0
67,1,4,right,8,5,8,B,A,1,0
67,1,5,right,6,4,6,B,A,1,0
67,1,6,left,7,6,6,B,A,0,1
67,1,7,right,7,8,7,B,A,1,0
67,1,8,right,7,4,7,B,A,1,0
67,1,9,right,4,6,4,B,A,1,0
67,1,10,left,4,5,5,B,A,0,1
67,1,11,right,9,3,9,B,A,1,0
67,1,12,right,7,4,7,B,A,1,0
67,1,13,left,8,5,5,B,A,0,1
67,1,14,right,5,6,5,B,A,1,0
67,1,15,right,8,7,8,B,A,1,0
67,1,16,right,6,8,6,B,A,1,0
67,1,17,right,4,5,4,B,A,1,0
67,1,18,right,6,7,6,B,A,1,0
67,1,19,right,3,5,3,B,A,1,0
67,1,20,right,4,5,4,B,A,1,0
67,1,21,right,7,4,7,B,A,1,0
67,1,22,right,6,7,6,B,A,1,0
67,1,23,right,5,6,5,B,A,1,0
67,1,24,left,6,7,7,B,A,0,1
67,1,25,left,6,7,7,B,A,0,1
67,1,26,left,6,9,9,B,A,0,1
67,1,27,left,6,8,8,B,A,0,1
67,1,28,left,8,6,6,B,A,0,1
67,1,29,left,7,8,8,B,A,0,1
67,1,30,left,5,6,6,B,A,0,1
67,2,1,right,9,6,6,A,B,0,1
67,2,2,left,4,6,4,A,B,1,0
67,2,3,left,4,1,4,A,B,1,0
67,2,4,left,4,6,4,A,B,1,0
67,2,5,left,4,6,4,A,B,1,0
67,2,6,left,4,6,4,A,B,1,0
67,2,7,left,4,6,4,A,B,1,0
67,2,8,left,4,1,4,A,B,1,0
67,2,9,left,9,6,9,A,B,1,0
67,2,10,left,4,6,4,A,B,1,0
67,2,11,left,4,6,4,A,B,1,0
67,2,12,left,4,6,4,A,B,1,0
67,2,13,left,4,6,4,A,B,1,0
67,2,14,right,4,6,6,A,B,0,1
67,2,15,right,9,1,1,A,B,0,1
67,2,16,left,4,6,4,A,B,1,0
67,2,17,left,4,6,4,A,B,1,0
67,2,18,left,4,1,4,A,B,1,0
67,2,19,left,4,6,4,A,B,1,0
67,2,20,left,9,6,9,A,B,1,0
67,2,21,left,9,6,9,A,B,1,0
67,2,22,left,4,6,4,A,B,1,0
67,2,23,left,4,1,4,A,B,1,0
67,2,24,left,4,6,4,A,B,1,0
67,2,25,right,4,6,6,A,B,0,1
67,2,26,left,4,6,4,A,B,1,0
67,2,27,left,4,6,4,A,B,1,0
67,2,28,right,9,6,6,A,B,0,1
67,2,29,left,4,1,4,A,B,1,0
67,2,30,left,4,6,4,A,B,1,0
67,3,1,right,4,6,4,B,A,1,0
67,3,2,left,4,6,6,B,A,0,1
67,3,3,left,4,6,6,B,A,0,1
67,3,4,left,4,1,1,B,A,0,1
67,3,5,left,4,6,6,B,A,0,1
67,3,6,left,4,6,6,B,A,0,1
67,3,7,right,9,6,9,B,A,1,0
67,3,8,left,4,6,6,B,A,0,1
67,3,9,left,4,6,6,B,A,0,1
67,3,10,right,4,6,4,B,A,1,0
67,3,11,right,4,6,4,B,A,1,0
67,3,12,left,4,6,6,B,A,0,1
67,3,13,left,4,6,6,B,A,0,1
67,3,14,left,4,6,6,B,A,0,1
67,3,15,left,4,6,6,B,A,0,1
67,3,16,right,4,6,4,B,A,1,0
67,3,17,left,4,6,6,B,A,0,1
67,3,18,left,4,6,6,B,A,0,1
67,3,19,left,9,6,6,B,A,0,1
67,3,20,right,4,6,4,B,A,1,0
67,3,21,left,4,6,6,B,A,0,1
67,3,22,left,4,6,6,B,A,0,1
67,3,23,left,4,1,1,B,A,0,1
67,3,24,left,4,6,6,B,A,0,1
67,3,25,left,4,6,6,B,A,0,1
67,3,26,left,4,6,6,B,A,0,1
67,3,27,left,4,6,6,B,A,0,1
67,3,28,left,4,6,6,B,A,0,1
67,3,29,left,4,6,6,B,A,0,1
67,3,30,left,4,6,6,B,A,0,1
67,4,1,left,4,6,4,A,B,1,0
67,4,2,left,9,6,9,A,B,1,0
67,4,3,left,4,6,4,A,B,1,0
67,4,4,left,9,1,9,A,B,1,0
67,4,5,left,4,6,4,A,B,1,0
67,4,6,left,4,6,4,A,B,1,0
67,4,7,left,4,6,4,A,B,1,0
67,4,8,right,9,6,6,A,B,0,1
67,4,9,left,9,6,9,A,B,1,0
67,4,10,left,9,6,9,A,B,1,0
67,4,11,right,4,1,1,A,B,0,1
67,4,12,left,4,6,4,A,B,1,0
67,4,13,left,4,1,4,A,B,1,0
67,4,14,left,4,1,4,A,B,1,0
67,4,15,right,4,1,1,A,B,0,1
67,4,16,left,4,1,4,A,B,1,0
67,4,17,left,4,1,4,A,B,1,0
67,4,18,right,9,6,6,A,B,0,1
67,4,19,left,9,1,9,A,B,1,0
67,4,20,left,4,1,4,A,B,1,0
67,4,21,left,4,6,4,A,B,1,0
67,4,22,right,4,6,6,A,B,0,1
67,4,23,left,4,6,4,A,B,1,0
67,4,24,left,9,6,9,A,B,1,0
67,4,25,left,4,6,4,A,B,1,0
67,4,26,left,4,6,4,A,B,1,0
67,4,27,left,4,6,4,A,B,1,0
67,4,28,left,9,6,9,A,B,1,0
67,4,29,left,9,6,9,A,B,1,0
67,4,30,left,4,1,4,A,B,1,0
68,1,1,right,4,5,4,B,A,1,0
68,1,2,left,7,8,8,B,A,0,1
68,1,3,left,5,6,6,B,A,0,1
68,1,4,left,5,7,7,B,A,0,1
68,1,5,left,9,4,4,B,A,0,1
68,1,6,left,5,1,1,B,A,0,1
68,1,7,left,3,5,5,B,A,0,1
68,1,8,right,1,5,1,B,A,1,0
68,1,9,right,6,5,6,B,A,1,0
68,1,10,left,7,3,3,B,A,0,1
68,1,11,left,2,3,3,B,A,0,1
68,1,12,left,4,6,6,B,A,0,1
68,1,13,right,6,2,6,B,A,1,0
68,1,14,left,4,3,3,B,A,0,1
68,1,15,left,3,5,5,B,A,0,1
68,1,16,right,6,7,6,B,A,1,0
68,1,17,right,4,9,4,B,A,1,0
68,1,18,left,2,3,3,B,A,0,1
68,1,19,left,3,4,4,B,A,0,1
68,1,20,right,8,2,8,B,A,1,0
68,1,21,left,5,8,8,B,A,0,1
68,1,22,left,6,7,7,B,A,0,1
68,1,23,right,8,4,8,B,A,1,0
68,1,24,left,3,4,4,B,A,0,1
68,1,25,left,6,7,7,B,A,0,1
68,1,26,right,7,5,7,B,A,1,0
68,1,27,left,5,6,6,B,A,0,1
68,1,28,left,5,6,6,B,A,0,1
68,1,29,right,4,6,4,B,A,1,0
68,1,30,right,7,4,7,B,A,1,0
68,2,1,left,4,1,1,B,A,0,1
68,2,2,left,4,6,6,B,A,0,1
68,2,3,right,4,6,4,B,A,1,0
68,2,4,left,9,6,6,B,A,0,1
68,2,5,left,4,6,6,B,A,0,1
68,2,6,right,4,6,4,B,A,1,0
68,2,7,left,4,1,1,B,A,0,1
68,2,8,right,4,6,4,B,A,1,0
68,2,9,right,4,6,4,B,A,1,0
68,2,10,left,9,6,6,B,A,0,1
68,2,11,left,4,6,6,B,A,0,1
68,2,12,left,4,1,1,B,A,0,1
68,2,13,right,4,6,4,B,A,1,0
68,2,14,left,4,6,6,B,A,0,1
68,2,15,left,9,6,6,B,A,0,1
68,2,16,left,4,6,6,B,A,0,1
68,2,17,right,9,6,9,B,A,1,0
68,2,18,left,4,6,6,B,A,0,1
68,2,19,left,4,1,1,B,A,0,1
68,2,20,left,4,6,6,B,A,0,1
68,2,21,right,4,6,4,B,A,1,0
68,2,22,right,4,6,4,B,A,1,0
68,2,23,right,9,6,9,B,A,1,0
68,2,24,right,4,1,4,B,A,1,0
68,2,25,left,4,6,6,B,A,0,1
68,2,26,left,4,1,1,B,A,0,1
68,2,27,left,9,6,6,B,A,0,1
68,2,28,left,4,6,6,B,A,0,1
68,2,29,left,4,6,6,B,A,0,1
68,2,30,right,4,6,4,B,A,1,0
68,3,1,left,4,6,4,A,B,1,0
68,3,2,right,4,6,6,A,B,0,1
68,3,3,left,4,6,4,A,B,1,0
68,3,4,right,4,6,6,A,B,0,1
68,3,5,right,4,6,6,A,B,0,1
68,3,6,right,4,6,6,A,B,0,1
68,3,7,right,4,6,6,A,B,0,1
68,3,8,right,4,6,6,A,B,0,1
68,3,9,right,4,6,6,A,B,0,1
68,3,10,right,9,1,1,A,B,0,1
68,3,11,left,4,6,4,A,B,1,0
68,3,12,right,4,6,6,A,B,0,1
68,3,13,right,4,6,6,A,B,0,1
68,3,14,right,4,6,6,A,B,0,1
68,3,15,right,4,6,6,A,B,0,1
68,3,16,right,4,6,6,A,B,0,1
68,3,17,right,4,6,6,A,B,0,1
68,3,18,left,4,6,4,A,B,1,0
68,3,19,left,4,6,4,A,B,1,0
68,3,20,left,4,6,4,A,B,1,0
68,3,21,left,4,6,4,A,B,1,0
68,3,22,right,4,6,6,A,B,0,1
68,3,23,right,4,6,6,A,B,0,1
68,3,24,right,4,6,6,A,B,0,1
68,3,25,right,4,6,6,A,B,0,1
68,3,26,right,4,6,6,A,B,0,1
68,3,27,right,4,6,6,A,B,0,1
68,3,28,right,4,6,6,A,B,0,1
68,3,29,left,9,1,9,A,B,1,0
68,3,30,right,4,6,6,A,B,0,1
68,4,1,left,4,6,6,B,A,0,1
68,4,2,left,4,1,1,B,A,0,1
68,4,3,left,4,1,1,B,A,0,1
68,4,4,left,9,6,6,B,A,0,1
68,4,5,left,4,1,1,B,A,0,1
68,4,6,right,4,6,4,B,A,1,0
68,4,7,right,4,6,4,B,A,1,0
68,4,8,left,9,6,6,B,A,0,1
68,4,9,right,4,6,4,B,A,1,0
68,4,10,left,9,6,6,B,A,0,1
68,4,11,left,4,6,6,B,A,0,1
68,4,12,left,4,6,6,B,A,0,1
68,4,13,right,9,6,9,B,A,1,0
68,4,14,left,9,1,1,B,A,0,1
68,4,15,right,4,1,4,B,A,1,0
68,4,16,right,4,6,4,B,A,1,0
68,4,17,left,4,6,6,B,A,0,1
68,4,18,right,9,1,9,B,A,1,0
68,4,19,right,4,6,4,B,A,1,0
68,4,20,right,4,6,4,B,A,1,0
68,4,21,right,4,6,4,B,A,1,0
68,4,22,right,4,6,4,B,A,1,0
68,4,23,right,9,1,9,B,A,1,0
68,4,24,right,4,1,4,B,A,1,0
68,4,25,left,9,1,1,B,A,0,1
68,4,26,right,4,1,4,B,A,1,0
68,4,27,right,4,6,4,B,A,1,0
68,4,28,left,4,6,6,B,A,0,1
68,4,29,left,9,6,6,B,A,0,1
68,4,30,right,9,6,9,B,A,1,0
69,1,1,left,7,5,7,A,B,1,0
69,1,2,right,7,1,1,A,B,0,1
69,1,3,right,1,5,5,A,B,0,1
69,1,4,left,8,2,8,A,B,1,0
69,1,5,right,3,4,4,A,B,0,1
69,1,6,left,9,4,9,A,B,1,0
69,1,7,left,5,6,5,A,B,1,0
69,1,8,right,5,6,6,A,B,0,1
69,1,9,right,5,4,4,A,B,0,1
69,1,10,right,7,8,8,A,B,0,1
69,1,11,right,3,5,5,A,B,0,1
69,1,12,left,6,7,6,A,B,1,0
69,1,13,right,5,6,6,A,B,0,1
69,1,14,left,4,2,4,A,B,1,0
69,1,15,left,3,7,3,A,B,1,0
69,1,16,left,1,3,1,A,B,1,0
69,1,17,left,3,4,3,A,B,1,0
69,1,18,left,8,9,8,A,B,1,0
69,1,19,left,9,5,9,A,B,1,0
69,1,20,left,7,9,7,A,B,1,0
69,1,21,left,6,7,6,A,B,1,0
69,1,22,left,5,7,5,A,B,1,0
69,1,23,right,5,3,3,A,B,0,1
69,1,24,right,2,3,3,A,B,0,1
69,1,25,right,6,5,5,A,B,0,1
69,1,26,right,4,6,6,A,B,0,1
69,1,27,right,2,3,3,A,B,0,1
69,1,28,right,6,8,8,A,B,0,1
69,1,29,right,4,1,1,A,B,0,1
69,1,30,right,4,5,5,A,B,0,1
69,2,1,right,4,6,6,A,B,0,1
69,2,2,right,9,6,6,A,B,0,1
69,2,3,right,4,6,6,A,B,0,1
69,2,4,right,4,6,6,A,B,0,1
69,2,5,right,4,1,1,A,B,0,1
69,2,6,right,4,6,6,A,B,0,1
69,2,7,right,4,6,6,A,B,0,1
69,2,8,right,4,6,6,A,B,0,1
69,2,9,right,9,6,6,A,B,0,1
69,2,10,left,4,1,4,A,B,1,0
69,2,11,left,4,6,4,A,B,1,0
69,2,12,left,4,1,4,A,B,1,0
69,2,13,left,4,6,4,A,B,1,0
69,2,14,left,9,6,9,A,B,1,0
69,2,15,left,4,6,4,A,B,1,0
69,2,16,left,4,6,4,A,B,1,0
69,2,17,left,4,6,4,A,B,1,0
69,2,18,left,4,6,4,A,B,1,0
69,2,19,left,9,1,9,A,B,1,0
69,2,20,right,4,6,6,A,B,0,1
69,2,21,right,4,6,6,A,B,0,1
69,2,22,right,4,6,6,A,B,0,1
69,2,23,right,9,1,1,A,B,0,1
69,2,24,right,4,6,6,A,B,0,1
69,2,25,right,4,6,6,A,B,0,1
69,2,26,left,4,6,4,A,B,1,0
69,2,27,left,9,6,9,A,B,1,0
69,2,28,left,4,6,4,A,B,1,0
69,2,29,right,4,6,6,A,B,0,1
69,2,30,right,4,1,1,A,B,0,1
69,3,1,left,4,6,6,B,A,0,1
69,3,2,left,4,6,6,B,A,0,1
69,3,3,left,4,6,6,B,A,0,1
69,3,4,left,4,6,6,B,A,0,1
69,3,5,left,9,6,6,B,A,0,1
69,3,6,left,4,6,6,B,A,0,1
69,3,7,left,4,6,6,B,A,0,1
69,3,8,left,4,6,6,B,A,0,1
69,3,9,left,4,6,6,B,A,0,1
69,3,10,left,4,6,6,B,A,0,1
69,3,11,left,4,6,6,B,A,0,1
69,3,12,left,4,1,1,B,A,0,1
69,3,13,left,4,6,6,B,A,0,1
69,3,14,left,4,6,6,B,A,0,1
69,3,15,left,4,6,6,B,A,0,1
69,3,16,left,4,6,6,B,A,0,1
69,3,17,left,4,6,6,B,A,0,1
69,3,18,left,4,6,6,B,A,0,1
69,3,19,left,4,6,6,B,A,0,1
69,3,20,left,4,6,6,B,A,0,1
69,3,21,left,4,6,6,B,A,0,1
69,3,22,left,9,6,6,B,A,0,1
69,3,23,left,4,6,6,B,A,0,1
69,3,24,left,4,6,6,B,A,0,1
69,3,25,left,4,1,1,B,A,0,1
69,3,26,left,4,6,6,B,A,0,1
69,3,27,left,4,6,6,B,A,0,1
69,3,28,left,4,6,6,B,A,0,1
69,3,29,left,4,6,6,B,A,0,1
69,3,30,left,4,6,6,B,A,0,1
69,4,1,left,9,1,1,B,A,0,1
69,4,2,left,4,6,6,B,A,0,1
69,4,3,left,9,6,6,B,A,0,1
69,4,4,left,4,6,6,B,A,0,1
69,4,5,left,9,6,6,B,A,0,1
69,4,6,left,4,6,6,B,A,0,1
69,4,7,left,4,6,6,B,A,0,1
69,4,8,left,4,6,6,B,A,0,1
69,4,9,left,4,1,1,B,A,0,1
69,4,10,left,9,6,6,B,A,0,1
69,4,11,left,4,1,1,B,A,0,1
69,4,12,left,9,1,1,B,A,0,1
69,4,13,left,4,6,6,B,A,0,1
69,4,14,left,4,6,6,B,A,0,1
69,4,15,left,4,1,1,B,A,0,1
69,4,16,left,9,6,6,B,A,0,1
69,4,17,left,9,6,6,B,A,0,1
69,4,18,right,9,6,9,B,A,1,0
69,4,19,right,4,6,4,B,A,1,0
69,4,20,left,4,1,1,B,A,0,1
69,4,21,right,4,6,4,B,A,1,0
69,4,22,right,4,6,4,B,A,1,0
69,4,23,right,4,1,4,B,A,1,0
69,4,24,right,4,1,4,B,A,1,0
69,4,25,left,9,6,6,B,A,0,1
69,4,26,left,4,6,6,B,A,0,1
69,4,27,right,9,1,9,B,A,1,0
69,4,28,left,4,6,6,B,A,0,1
69,4,29,left,4,6,6,B,A,0,1
69,4,30,right,4,1,4,B,A,1,0
70,1,1,right,4,5,4,B,A,1,0
70,1,2,left,5,3,3,B,A,0,1
70,1,3,left,4,5,5,B,A,0,1
70,1,4,right,3,4,3,B,A,1,0
70,1,5,left,2,5,5,B,A,0,1
70,1,6,left,3,4,4,B,A,0,1
70,1,7,left,5,6,6,B,A,0,1
70,1,8,left,6,7,7,B,A,0,1
70,1,9,left,2,3,3,B,A,0,1
70,1,10,left,1,2,2,B,A,0,1
70,1,11,left,5,6,6,B,A,0,1
70,1,12,left,2,3,3,B,A,0,1
70,1,13,left,6,2,2,B,A,0,1
70,1,14,left,6,4,4,B,A,0,1
70,1,15,left,4,5,5,B,A,0,1
70,1,16,left,3,4,4,B,A,0,1
70,1,17,left,4,3,3,B,A,0,1
70,1,18,left,4,2,2,B,A,0,1
70,1,19,left,5,4,4,B,A,0,1
70,1,20,left,3,5,5,B,A,0,1
70,1,21,left,3,4,4,B,A,0,1
70,1,22,left,5,6,6,B,A,0,1
70,1,23,left,4,5,5,B,A,0,1
70,1,24,left,4,6,6,B,A,0,1
70,1,25,left,3,4,4,B,A,0,1
70,1,26,left,4,2,2,B,A,0,1
70,1,27,left,7,3,3,B,A,0,1
70,1,28,left,2,3,3,B,A,0,1
70,1,29,left,5,1,1,B,A,0,1
70,1,30,left,6,4,4,B,A,0,1
70,2,1,left,4,6,4,A,B,1,0
70,2,2,right,4,6,6,A,B,0,1
70,2,3,right,9,6,6,A,B,0,1
70,2,4,right,4,6,6,A,B,0,1
70,2,5,right,4,1,1,A,B,0,1
70,2,6,right,4,6,6,A,B,0,1
70,2,7,right,4,6,6,A,B,0,1
70,2,8,right,4,1,1,A,B,0,1
70,2,9,left,9,6,9,A,B,1,0
70,2,10,right,4,6,6,A,B,0,1
70,2,11,right,4,6,6,A,B,0,1
70,2,12,left,4,6,4,A,B,1,0
70,2,13,left,9,1,9,A,B,1,0
70,2,14,right,4,6,6,A,B,0,1
70,2,15,left,4,6,4,A,B,1,0
70,2,16,left,4,6,4,A,B,1,0
70,2,17,left,9,6,9,A,B,1,0
70,2,18,left,4,6,4,A,B,1,0
70,2,19,right,4,6,6,A,B,0,1
70,2,20,right,4,1,1,A,B,0,1
70,2,21,left,4,6,4,A,B,1,0
70,2,22,left,9,1,9,A,B,1,0
70,2,23,left,4,6,4,A,B,1,0
70,2,24,left,4,6,4,A,B,1,0
70,2,25,left,4,6,4,A,B,1,0
70,2,26,left,4,6,4,A,B,1,0
70,2,27,right,9,6,6,A,B,0,1
70,2,28,right,4,6,6,A,B,0,1
70,2,29,left,4,6,4,A,B,1,0
70,2,30,left,4,1,4,A,B,1,0
70,3,1,left,4,6,6,B,A,0,1
70,3,2,left,4,6,6,B,A,0,1
70,3,3,left,4,6,6,B,A,0,1
70,3,4,left,4,6,6,B,A,0,1
70,3,5,left,4,1,1,B,A,0,1
70,3,6,left,4,6,6,B,A,0,1
70,3,7,left,4,6,6,B,A,0,1
70,3,8,left,4,6,6,B,A,0,1
70,3,9,left,4,6,6,B,A,0,1
70,3,10,left,4,6,6,B,A,0,1
70,3,11,left,4,6,6,B,A,0,1
70,3,12,left,4,6,6,B,A,0,1
70,3,13,left,9,6,6,B,A,0,1
70,3,14,left,4,6,6,B,A,0,1
70,3,15,left,4,6,6,B,A,0,1
70,3,16,left,4,6,6,B,A,0,1
70,3,17,left,4,6,6,B,A,0,1
70,3,18,left,4,6,6,B,A,0,1
70,3,19,left,4,6,6,B,A,0,1
70,3,20,left,4,6,6,B,A,0,1
70,3,21,left,4,6,6,B,A,0,1
70,3,22,left,4,6,6,B,A,0,1
70,3,23,left,4,6,6,B,A,0,1
70,3,24,left,4,1,1,B,A,0,1
70,3,25,left,4,6,6,B,A,0,1
70,3,26,left,4,6,6,B,A,0,1
70,3,27,left,4,6,6,B,A,0,1
70,3,28,left,9,6,6,B,A,0,1
70,3,29,left,4,6,6,B,A,0,1
70,3,30,left,4,6,6,B,A,0,1
70,4,1,right,9,1,9,B,A,1,0
70,4,2,right,4,6,4,B,A,1,0
70,4,3,right,4,1,4,B,A,1,0
70,4,4,right,9,1,9,B,A,1,0
70,4,5,right,4,1,4,B,A,1,0
70,4,6,left,9,6,6,B,A,0,1
70,4,7,left,4,1,1,B,A,0,1
70,4,8,right,4,6,4,B,A,1,0
70,4,9,left,9,6,6,B,A,0,1
70,4,10,right,4,6,4,B,A,1,0
70,4,11,right,9,6,9,B,A,1,0
70,4,12,right,4,6,4,B,A,1,0
70,4,13,right,4,6,4,B,A,1,0
70,4,14,right,4,6,4,B,A,1,0
70,4,15,left,4,6,6,B,A,0,1
70,4,16,right,4,6,4,B,A,1,0
70,4,17,left,4,1,1,B,A,0,1
70,4,18,right,4,6,4,B,A,1,0
70,4,19,left,9,1,1,B,A,0,1
70,4,20,right,4,6,4,B,A,1,0
70,4,21,right,9,6,9,B,A,1,0
70,4,22,right,4,1,4,B,A,1,0
70,4,23,right,4,6,4,B,A,1,0
70,4,24,right,4,6,4,B,A,1,0
70,4,25,right,4,6,4,B,A,1,0
70,4,26,right,9,1,9,B,A,1,0
70,4,27,right,4,6,4,B,A,1,0
70,4,28,right,9,6,9,B,A,1,0
70,4,29,right,9,6,9,B,A,1,0
70,4,30,right,4,1,4,B,A,1,0
71,1,1,left,9,3,3,B,A,0,1
71,1,2,right,6,9,6,B,A,1,0
71,1,3,right,5,6,5,B,A,1,0
71,1,4,right,5,7,5,B,A,1,0
71,1,5,left,3,5,5,B,A,0,1
71,1,6,right,6,4,6,B,A,1,0
71,1,7,right,8,6,8,B,A,1,0
71,1,8,left,8,5,5,B,A,0,1
71,1,9,right,5,6,5,B,A,1,0
71,1,10,left,6,8,8,B,A,0,1
71,1,11,right,8,7,8,B,A,1,0
71,1,12,left,4,5,5,B,A,0,1
71,1,13,right,6,7,6,B,A,1,0
71,1,14,left,8,5,5,B,A,0,1
71,1,15,left,7,8,8,B,A,0,1
71,1,16,right,5,6,5,B,A,1,0
71,1,17,left,7,4,4,B,A,0,1
71,1,18,left,6,7,7,B,A,0,1
71,1,19,right,6,7,6,B,A,1,0
71,1,20,right,4,5,4,B,A,1,0
71,1,21,right,6,7,6,B,A,1,0
71,1,22,right,7,8,7,B,A,1,0
71,1,23,right,7,4,7,B,A,1,0
71,1,24,left,6,8,8,B,A,0,1
71,1,25,left,5,6,6,B,A,0,1
71,1,26,left,4,6,6,B,A,0,1
71,1,27,right,4,5,4,B,A,1,0
71,1,28,right,5,6,5,B,A,1,0
71,1,29,right,7,6,7,B,A,1,0
71,1,30,right,7,4,7,B,A,1,0
71,2,1,left,4,6,6,B,A,0,1
71,2,2,right,4,6,4,B,A,1,0
71,2,3,left,4,1,1,B,A,0,1
71,2,4,left,9,6,6,B,A,0,1
71,2,5,left,4,6,6,B,A,0,1
71,2,6,left,4,1,1,B,A,0,1
71,2,7,right,4,6,4,B,A,1,0
71,2,8,right,4,6,4,B,A,1,0
71,2,9,left,4,6,6,B,A,0,1
71,2,10,left,9,6,6,B,A,0,1
71,2,11,right,4,6,4,B,A,1,0
71,2,12,left,9,6,6,B,A,0,1
71,2,13,left,4,6,6,B,A,0,1
71,2,14,left,4,6,6,B,A,0,1
71,2,15,right,4,1,4,B,A,1,0
71,2,16,right,4,6,4,B,A,1,0
71,2,17,right,4,6,4,B,A,1,0
71,2,18,right,4,6,4,B,A,1,0
71,2,19,left,4,1,1,B,A,0,1
71,2,20,right,9,6,9,B,A,1,0
71,2,21,right,4,6,4,B,A,1,0
71,2,22,left,4,1,1,B,A,0,1
71,2,23,left,4,6,6,B,A,0,1
71,2,24,right,4,6,4,B,A,1,0
71,2,25,right,9,6,9,B,A,1,0
71,2,26,right,4,1,4,B,A,1,0
71,2,27,left,4,6,6,B,A,0,1
71,2,28,right,4,6,4,B,A,1,0
71,2,29,right,4,6,4,B,A,1,0
71,2,30,right,9,6,9,B,A,1,0
71,3,1,left,4,6,6,B,A,0,1
71,3,2,left,9,6,6,B,A,0,1
71,3,3,right,4,6,4,B,A,1,0
